province_th,district_th,province_key,district_key,Ss,S1,region,source_standard,source_section,source_table,source_page_pdf,source_standard_page,source_note
เชียงใหม่,เมืองเชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,0.963,0.248,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,แม่แจ่ม,เชียงใหม่,แม่แจ่ม,0.891,0.242,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,แม่แตง,เชียงใหม่,แม่แตง,0.992,0.26,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,แม่ริม,เชียงใหม่,แม่ริม,0.984,0.254,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,แม่วาง,เชียงใหม่,แม่วาง,0.936,0.248,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,แม่อาย,เชียงใหม่,แม่อาย,1.08,0.317,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,แม่ออน,เชียงใหม่,แม่ออน,0.867,0.187,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,เวียงแหง,เชียงใหม่,เวียงแหง,1.032,0.274,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,สะเมิง,เชียงใหม่,สะเมิง,0.967,0.258,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,สันกำแพง,เชียงใหม่,สันกำแพง,0.926,0.23,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,สันทราย,เชียงใหม่,สันทราย,0.973,0.251,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,สันป่าตอง,เชียงใหม่,สันป่าตอง,0.938,0.244,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,สารภี,เชียงใหม่,สารภี,0.927,0.236,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,หางดง,เชียงใหม่,หางดง,0.931,0.243,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,อมก๋อย,เชียงใหม่,อมก๋อย,0.857,0.244,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
เชียงใหม่,ฮอด,เชียงใหม่,ฮอด,0.849,0.237,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,กันตัง,ตรัง,กันตัง,0.199,0.096,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,นาโยง,ตรัง,นาโยง,0.199,0.089,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,ปะเหลียน,ตรัง,ปะเหลียน,0.196,0.094,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,เมืองตรัง,ตรัง,เมืองตรัง,0.195,0.091,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,รัษฎา,ตรัง,รัษฎา,0.149,0.085,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,ย่านตาขาว,ตรัง,ย่านตาขาว,0.216,0.092,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,วังวิเศษ,ตรัง,วังวิเศษ,0.164,0.094,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,สิเกา,ตรัง,สิเกา,0.154,0.097,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,หาดสำราญ,ตรัง,หาดสำราญ,0.192,0.097,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตรัง,ห้วยยอด,ตรัง,ห้วยยอด,0.161,0.091,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,เกาะกูด,ตราด,เกาะกูด,0.036,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,เกาะช้าง,ตราด,เกาะช้าง,0.038,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,เขาสมิง,ตราด,เขาสมิง,0.038,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,คลองใหญ่,ตราด,คลองใหญ่,0.034,0.023,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,บ่อไร่,ตราด,บ่อไร่,0.037,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,เมืองตราด,ตราด,เมืองตราด,0.036,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตราด,แหลมงอบ,ตราด,แหลมงอบ,0.037,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,ท่าสองยาง,ตาก,ท่าสองยาง,0.733,0.185,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,บ้านตาก,ตาก,บ้านตาก,0.561,0.154,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,พบพระ,ตาก,พบพระ,0.597,0.156,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,เมืองตาก,ตาก,เมืองตาก,0.543,0.142,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,แม่ระมาด,ตาก,แม่ระมาด,0.635,0.172,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,แม่สอด,ตาก,แม่สอด,0.609,0.156,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,วังเจ้า,ตาก,วังเจ้า,0.535,0.137,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,สามเงา,ตาก,สามเงา,0.577,0.163,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
ตาก,อุ้มผาง,ตาก,อุ้มผาง,0.607,0.184,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครปฐม,กำแพงแสน,นครปฐม,กำแพงแสน,0.279,0.101,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,ท่าอุเทน,นครพนม,ท่าอุเทน,0.307,0.064,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,ธาตุพนม,นครพนม,ธาตุพนม,0.087,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,นาแก,นครพนม,นาแก,0.077,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,นาทม,นครพนม,นาทม,0.255,0.059,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,นาหว้า,นครพนม,นาหว้า,0.129,0.04,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,บ้านแพง,นครพนม,บ้านแพง,0.336,0.072,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,ปลาปาก,นครพนม,ปลาปาก,0.125,0.038,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,โพนสวรรค์,นครพนม,โพนสวรรค์,0.213,0.05,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,เมืองนครพนม,นครพนม,เมืองนครพนม,0.283,0.06,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,เรณูนคร,นครพนม,เรณูนคร,0.109,0.035,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,วังยาง,นครพนม,วังยาง,0.091,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครพนม,ศรีสงคราม,นครพนม,ศรีสงคราม,0.228,0.053,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,แก้งสนามนาง,นครราชสีมา,แก้งสนามนาง,0.045,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ขามทะเลสอ,นครราชสีมา,ขามทะเลสอ,0.042,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ขามสะแกแสง,นครราชสีมา,ขามสะแกแสง,0.043,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,คง,นครราชสีมา,คง,0.041,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ครบุรี,นครราชสีมา,ครบุรี,0.04,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,จักราช,นครราชสีมา,จักราช,0.039,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,เฉลิมพระเกียรติ,นครราชสีมา,เฉลิมพระเกียรติ,0.04,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ชุมพวง,นครราชสีมา,ชุมพวง,0.039,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,โชคชัย,นครราชสีมา,โชคชัย,0.04,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ด่านขุนทด,นครราชสีมา,ด่านขุนทด,0.045,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,เทพารักษ์,นครราชสีมา,เทพารักษ์,0.047,0.035,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,โนนแดง,นครราชสีมา,โนนแดง,0.041,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,28,14,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,โนนไทย,นครราชสีมา,โนนไทย,0.043,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,โนนสูง,นครราชสีมา,โนนสูง,0.041,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,บัวลาย,นครราชสีมา,บัวลาย,0.043,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,บัวใหญ่,นครราชสีมา,บัวใหญ่,0.043,0.029,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,บ้านเหลื่อม,นครราชสีมา,บ้านเหลื่อม,0.045,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ประทาย,นครราชสีมา,ประทาย,0.041,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ปักธงชัย,นครราชสีมา,ปักธงชัย,0.042,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ปากช่อง,นครราชสีมา,ปากช่อง,0.048,0.036,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,พระทองคำ,นครราชสีมา,พระทองคำ,0.043,0.031,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,พิมาย,นครราชสีมา,พิมาย,0.04,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,เมืองนครราชสีมา,นครราชสีมา,เมืองนครราชสีมา,0.041,0.03,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,เมืองยาง,นครราชสีมา,เมืองยาง,0.039,0.027,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ลำทะเมนชัย,นครราชสีมา,ลำทะเมนชัย,0.039,0.026,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,วังน้ำเขียว,นครราชสีมา,วังน้ำเขียว,0.043,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,สีดา,นครราชสีมา,สีดา,0.042,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,สีคิ้ว,นครราชสีมา,สีคิ้ว,0.043,0.033,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,สูงเนิน,นครราชสีมา,สูงเนิน,0.043,0.032,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,เสิงสาง,นครราชสีมา,เสิงสาง,0.038,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,หนองบุนนาก,นครราชสีมา,หนองบุนนาก,0.039,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครราชสีมา,ห้วยแถลง,นครราชสีมา,ห้วยแถลง,0.039,0.028,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ขนอม,นครศรีธรรมราช,ขนอม,0.116,0.067,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,จุฬาภรณ์,นครศรีธรรมราช,จุฬาภรณ์,0.156,0.079,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ฉวาง,นครศรีธรรมราช,ฉวาง,0.18,0.082,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,เฉลิมพระเกียรติ,นครศรีธรรมราช,เฉลิมพระเกียรติ,0.167,0.074,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ชะอวด,นครศรีธรรมราช,ชะอวด,0.143,0.077,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ช้างกลาง,นครศรีธรรมราช,ช้างกลาง,0.181,0.081,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,เชียรใหญ่,นครศรีธรรมราช,เชียรใหญ่,0.162,0.071,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ถ้ำพรรณรา,นครศรีธรรมราช,ถ้ำพรรณรา,0.195,0.086,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ท่าศาลา,นครศรีธรรมราช,ท่าศาลา,0.211,0.07,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ทุ่งสง,นครศรีธรรมราช,ทุ่งสง,0.162,0.082,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ทุ่งใหญ่,นครศรีธรรมราช,ทุ่งใหญ่,0.174,0.087,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,นบพิตำ,นครศรีธรรมราช,นบพิตำ,0.186,0.075,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
