province_th,district_th,province_key,district_key,Ss,S1,region,source_standard,source_section,source_table,source_page_pdf,source_standard_page,source_note
นครศรีธรรมราช,นาบอน,นครศรีธรรมราช,นาบอน,0.17,0.082,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,บางขัน,นครศรีธรรมราช,บางขัน,0.147,0.088,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ปากพนัง,นครศรีธรรมราช,ปากพนัง,0.169,0.068,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,พรหมคีรี,นครศรีธรรมราช,พรหมคีรี,0.205,0.074,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,พระพรหม,นครศรีธรรมราช,พระพรหม,0.184,0.074,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,พิปูน,นครศรีธรรมราช,พิปูน,0.192,0.079,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,เมืองนครศรีธรรมราช,นครศรีธรรมราช,เมืองนครศรีธรรมราช,0.201,0.072,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ร่อนพิบูลย์,นครศรีธรรมราช,ร่อนพิบูลย์,0.156,0.077,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,ลานสกา,นครศรีธรรมราช,ลานสกา,0.193,0.077,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,สิชล,นครศรีธรรมราช,สิชล,0.16,0.068,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครศรีธรรมราช,หัวไทร,นครศรีธรรมราช,หัวไทร,0.112,0.069,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,เก้าเลี้ยว,นครสวรรค์,เก้าเลี้ยว,0.171,0.07,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,โกรกพระ,นครสวรรค์,โกรกพระ,0.226,0.084,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ชุมตาบง,นครสวรรค์,ชุมตาบง,0.473,0.141,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ชุมแสง,นครสวรรค์,ชุมแสง,0.116,0.058,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ตากฟ้า,นครสวรรค์,ตากฟ้า,0.09,0.054,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ตาคลี,นครสวรรค์,ตาคลี,0.112,0.061,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ท่าตะโก,นครสวรรค์,ท่าตะโก,0.091,0.053,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,บรรพตพิสัย,นครสวรรค์,บรรพตพิสัย,0.221,0.081,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,พยุหะคีรี,นครสวรรค์,พยุหะคีรี,0.165,0.072,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ไพศาลี,นครสวรรค์,ไพศาลี,0.077,0.049,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,เมืองนครสวรรค์,นครสวรรค์,เมืองนครสวรรค์,0.175,0.072,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,แม่เปิน,นครสวรรค์,แม่เปิน,0.518,0.155,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,แม่วงก์,นครสวรรค์,แม่วงก์,0.494,0.148,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,ลาดยาว,นครสวรรค์,ลาดยาว,0.449,0.13,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นครสวรรค์,หนองบัว,นครสวรรค์,หนองบัว,0.083,0.05,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,จะแนะ,นราธิวาส,จะแนะ,0.063,0.061,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,เจาะไอร้อง,นราธิวาส,เจาะไอร้อง,0.058,0.057,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,ตากใบ,นราธิวาส,ตากใบ,0.056,0.053,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,บาเจาะ,นราธิวาส,บาเจาะ,0.058,0.058,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,เมืองนราธิวาส,นราธิวาส,เมืองนราธิวาส,0.057,0.056,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,ยี่งอ,นราธิวาส,ยี่งอ,0.059,0.058,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,ระแงะ,นราธิวาส,ระแงะ,0.06,0.059,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,รือเสาะ,นราธิวาส,รือเสาะ,0.062,0.061,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,แว้ง,นราธิวาส,แว้ง,0.061,0.058,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,ศรีสาคร,นราธิวาส,ศรีสาคร,0.063,0.062,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,สุคิริน,นราธิวาส,สุคิริน,0.062,0.06,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,สุไหงโกลก,นราธิวาส,สุไหงโกลก,0.059,0.056,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
นราธิวาส,สุไหงปาดี,นราธิวาส,สุไหงปาดี,0.059,0.057,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,เฉลิมพระเกียรติ,น่าน,เฉลิมพระเกียรติ,0.705,0.148,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,เชียงกลาง,น่าน,เชียงกลาง,0.826,0.216,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,ท่าวังผา,น่าน,ท่าวังผา,0.927,0.222,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,ทุ่งช้าง,น่าน,ทุ่งช้าง,0.773,0.192,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,นาน้อย,น่าน,นาน้อย,0.709,0.124,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,29,15,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,นาหมื่น,น่าน,นาหมื่น,0.718,0.128,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,30,16,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,บ่อเกลือ,น่าน,บ่อเกลือ,0.664,0.138,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,30,16,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,บ้านหลวง,น่าน,บ้านหลวง,0.714,0.133,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,30,16,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
น่าน,ปัว,น่าน,ปัว,0.924,0.236,General Thailand,"DPT 1301/1302-61 (Rev.1, 2564)",1.4.1,Table 1.4-1,30,16,Extracted from uploaded DPT standard Table 1.4-1; Bangkok Basin areas route to the separate zone workflow where applicable.
